Tcs, Main , Midblock_Route , Side_1_Route , Side_2_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
805, MARLEE AVE ,, ROSELAWN AVE ,,12/16/1969,43.70227,-79.44108,09-20-2011,13325,1280
806, CUMMER AVE ,, WILLOWDALE AVE ,,09/29/1964,43.78867,-79.40993,12-08-2011,16804,278
807, FINCH AVE E ,, WILLOWDALE AVE ,,09/17/1964,43.78165,-79.40709,02-22-2017,24035,641
808, FINCH AVE W ,, SENTINEL RD ,,03/12/1968,43.76108,-79.49997,07-06-2016,19759,3050
809, FINCH AVE W ,, 400 N FINCH E RAMP ,,07/16/1969,43.75493,-79.52861,12-07-2016,35518,26
810, FINCH AVE W ,, SIGNET DR , ARROW RD ,07/02/1968,43.75331,-79.53625,12-03-2009,34065,435
811, FINCH AVE W ,, MILVAN DR , RUMIKE RD ,02/27/1968,43.74999,-79.55227,11-29-2010,23803,1329
812, FINCH AVE W ,, SENLAC RD ,,11/28/1966,43.77651,-79.43023,11-29-2016,17028,557
813, WILSON AVE ,, CLAYSON RD , PRIVATE ACCESS ,06/07/1965,43.71774,-79.52303,06-11-2016,14275,152
814, WILSON AVE ,, HWY 401 WB OFF RAMP ,,11/23/1964,43.73662,-79.43785,06-15-2015,15426,655
815, WILSON AVE ,, LEXFIELD AVE , HIGHVIEW AVE ,03/12/1968,43.72341,-79.4968,04-07-2016,14784,461
816, EASTERN AVE ,, CHERRY ST , SUMACH ST ,12/17/1964,43.6539,-79.3585,05-04-2016,15431,1266
817, BROADVIEW AVE ,, EASTERN AVE ,,12/15/1950,43.65665,-79.34886,04-27-2016,13578,226
818, EASTERN AVE ,, LOGAN AVE ,,08/10/1953,43.65787,-79.341377,08-17-2015,10832,609
819, EASTERN AVE ,, CARLAW AVE ,,06/28/1951,43.65842,-79.33894,06-11-2016,13597,385
820, LAKE SHORE BLVD E ,, CHERRY ST ,,09/20/1968,43.64819,-79.35475,11-30-2009,10659,390
821, QUEENS QUAY E ,, LOWER JARVIS ST ,,12/06/1962,43.64394,-79.36897,03-30-2009,7542,922
822, DON MILLS RD ,, WYNFORD DR ,,01/01/1961,43.72305,-79.33956,03-31-2009,25791,1249
823, TRETHEWEY DR ,, TODD BAYLIS BLVD , PRIVATE ACCESS ,06/08/1980,43.69523,-79.48761,05-05-2011,8060,573
824, WOODBINE AVE ,, CORLEY AVE , EASTWOOD RD ,12/14/1955,43.67648,-79.30894,04-02-2015,10426,698
825, COLLEGE ST ,, MC CAUL ST ,,12/05/1961,43.65921,-79.39345,01-17-2017,11346,7722
826, COLLEGE ST ,, AUGUSTA AVE ,,12/21/1961,43.65743,-79.40318,01-17-2017,10055,3491
827, COLLEGE ST ,, BEVERLEY ST , ST GEORGE ST ,08/17/1929,43.6587,-79.39598,01-16-2017,13259,16624
828, COLLEGE ST ,, GRACE ST ,,03/18/1952,43.655,-79.41561,01-14-2017,7478,4262
829, COLLEGE ST ,, OSSINGTON AVE ,,10/06/1948,43.65443,-79.42268,01-16-2017,13223,5290
830, COLLEGE ST ,, DOVERCOURT RD ,,08/10/1948,43.65364,-79.42638,01-16-2017,11340,4611
831, COLLEGE ST ,, LANSDOWNE AVE ,,10/14/1948,43.651,-79.44002,01-14-2017,11489,1621
832, RONCESVALLES AVE ,, HIGH PARK BLVD , FERMANAGH AVE ,11/15/1955,43.64636,-79.44903,07-11-2013,6002,2052
833, RONCESVALLES AVE ,, HOWARD PARK AVE ,,01/01/1962,43.65152,-79.45104,01-19-2009,8973,1781
834, HARBORD ST ,, BRUNSWICK AVE ,,05/30/1950,43.66227,-79.40597,04-29-2010,8846,1887
835, HARBORD ST ,, GRACE ST ,,03/08/1955,43.65996,-79.41747,05-12-2010,9549,1833
836, OSSINGTON AVE ,, HARBORD ST ,,09/20/1956,43.65854,-79.42431,04-26-2012,11364,894
837, ST GEORGE ST ,, WILLCOCKS ST ,,01/24/1963,43.6621,-79.3976,02-06-2012,5840,5051
838, ST GEORGE ST ,, HARBORD ST , HOSKIN AVE ,11/19/1948,43.66411,-79.39841,01-13-2010,10431,21163
839, HOSKIN AVE ,, TOWER RD ,,09/20/1960,43.6647,-79.39572,10-03-2011,6686,3033
840, DUPONT ST ,, SPADINA RD ,,03/07/1941,43.67488,-79.40711,04-28-2016,20652,4549
841, DUPONT ST ,, CHRISTIE ST ,,01/04/1946,43.67165,-79.42156,06-11-2016,15016,2610
842, DUPONT ST ,, OSSINGTON AVE ,,08/29/1952,43.67011,-79.42904,06-11-2016,15570,1091
843, DOVERCOURT RD ,, DUPONT ST ,,06/20/1957,43.66973,-79.43273,06-11-2016,15077,691
844, LANSDOWNE AVE ,, DUPONT ST ,,10/15/1948,43.66675,-79.44642,06-11-2016,18677,2331
845, DUPONT ST ,, SYMINGTON AVE ,,05/31/1950,43.66576,-79.45126,06-11-2016,13417,1581
846, ANNETTE ST ,, HIGH PARK AVE ,,01/06/1950,43.66288,-79.46924,05-28-2009,10236,1068
847, ANNETTE ST ,, RUNNYMEDE RD ,,01/10/1948,43.66006,-79.47997,08-11-2011,12443,1346
848, RUNNYMEDE RD ,, ST JOHNS RD ,,02/23/1966,43.66382,-79.48134,08-20-2009,7148,765
849, HALLAM ST ,, DOVERCOURT RD ,,06/16/1961,43.6671718,-79.4316982,06-14-2012,7058,1267
850, OSSINGTON AVE ,, HALLAM ST ,,01/03/1957,43.66796,-79.42813,08-15-2013,8371,699
851, LANSDOWNE AVE ,, WALLACE AVE ,,11/27/1961,43.6623561,-79.4444271,08-27-2012,10502,1974
852, SPADINA RD ,, LONSDALE RD ,,01/01/1967,43.68869,-79.41265,08-13-2009,8695,4816
853, SPADINA RD ,, OLD FOREST HILL RD ,,01/01/1967,43.69901,-79.41704,12-11-2008,9339,664
854, DUPLEX AVE ,, CASTLEFIELD AVE ,,06/03/1954,43.71149,-79.40125,10-10-2012,7313,1144
855, DUPLEX AVE ,, GLENGROVE AVE W ,,07/04/1953,43.718891,-79.403949,10-22-2012,6313,720
856, YONGE ST ,, PATRICIA AVE ,,09/16/1977,43.79026,-79.41813,07-03-2012,24599,1121
857, WILSON AVE ,, DUBRAY AVE ,,07/01/1970,43.72821,-79.47775,03-08-2016,17962,1641
858, LAWRENCE AVE E ,, ORTON PARK RD ,,10/14/1969,43.76407,-79.20563,12-16-2010,15279,654
859, DANFORTH RD ,, SAVARIN ST ,,08/01/1970,43.74324,-79.24503,05-26-2016,13257,748
860, ST CLAIR AVE W ,, DEER PARK CRES ,,09/18/1969,43.6873,-79.398,08-24-2015,11639,6520
861, SHEPPARD AVE W ,, ARROW RD ,,02/01/1970,43.73574,-79.52934,03-01-2014,10062,34
862, SHEPPARD AVE E ,, MIDLAND AVE ,,08/27/1969,43.78537,-79.27855,12-10-2016,24715,1223
863, SHEPPARD AVE E ,, ALLANFORD RD ,,10/12/1969,43.78214,-79.29346,04-02-2014,14419,1398
864, VICTORIA PARK AVE ,, CONSUMERS RD , MEADOWACRES DR ,08/24/1971,43.77194,-79.32155,10-17-2013,31063,2504
865, EVANS AVE ,, EVANS W 427 C N RAMP ,,11/20/1969,43.61125,-79.54672,11-24-2016,14078,51
866, EVANS AVE ,, 427 C S EVANS RAMP , EVANS BROWNS LI RAMP ,08/07/1969,43.61055844,-79.54933855,11-24-2016,13799,208
867, YONGE ST ,, GROSVENOR ST ,,02/17/1970,43.66301,-79.38376,11-07-2016,8449,11734
868, LESLIE ST ,, FINCH AVE E ,,06/25/1969,43.79005,-79.36812,11-23-2015,29661,1294
869, FINCH AVE E ,, DON MILLS RD ,,12/30/1970,43.79268,-79.35472,02-10-2011,32467,2482
870, FINCH AVE W ,, NORFINCH DR , OAKDALE RD ,11/27/1969,43.75597,-79.52428,09-25-2012,36041,1708
871, WARDEN AVE ,, HUNTINGWOOD DR ,,05/02/1970,43.7855,-79.31094,02-06-2012,20990,341
872, BAYVIEW AVE ,, GARNIER CRT , NEWTON DR ,11/26/1986,43.79915,-79.39516,01-30-2018,16921,640
873, DUFFERIN ST ,, PLAYFAIR AVE , WENDERLY DR ,01/05/1990,43.71071,-79.45401,04-11-2016,17383,1486
874, BURNHAMTHORPE RD ,, RENFORTH DR ,,10/11/1969,43.643357,-79.5724476,12-05-2016,20486,312
875, BURNHAMTHORPE RD ,, THE WEST MALL ,,06/17/1969,43.64463,-79.5672,12-05-2016,26965,1668
876, QUEEN ST E ,, PAPE AVE ,,08/31/1970,43.66163,-79.33767,08-27-2009,8561,2583
877, MARKHAM RD ,, PAINTED POST DR ,,12/19/1969,43.76762,-79.22833,04-08-2014,15510,500
878, MARKHAM RD ,, PROGRESS AVE ,,07/09/1969,43.78183,-79.23393,04-05-2014,31295,475
879, MARTIN GROVE RD ,, RATHBURN RD ,,09/29/1969,43.65711,-79.55519,05-09-2016,13280,152
880, EGLINTON AVE W ,, BLACKTHORN AVE ,,06/08/1970,43.69198,-79.46535,10-15-2012,14756,743
881, DUNDAS ST W ,, CLOVERDALE MALL , 427 C N DUNDAS RAMP ,12/18/1969,43.62894968,-79.55513285,04-12-2017,20729,132
882, DUNDAS ST W ,, THE WEST MALL ,,07/07/1972,43.62799015,-79.55909157,12-12-2017,28800,33
883, DUNDAS ST W ,, NEILSON DR , WEST MALL CRES ,09/18/1969,43.62738,-79.56237,11-25-2015,28100,223
884, BERMONDSEY RD ,, SUNRISE AVE ,,07/29/1970,43.71699,-79.31331,02-19-2013,8166,142
885, BIRCHMOUNT RD ,, COMSTOCK RD , PRIVATE ACCESS ,08/13/1970,43.72372,-79.27531,12-14-2016,10556,217
886, BIRCHMOUNT RD ,, BERTRAND AVE ,,08/13/1970,43.735227,-79.279862,12-14-2016,17228,177
887, THE QUEENSWAY ,, 427 C S QUEENSWAY RAMP , SHERWAY GARDENS RD ,11/20/1969,43.61501275,-79.55246234,12-15-2011,31020,26
888, KIPLING AVE ,, KINGSVIEW BLVD ,,02/26/1970,43.69694,-79.55984,05-19-2015,13903,310
889, ELLESMERE RD ,, SCARBOROUGH GOLF CLUB RD , HELICON GT ,12/16/1969,43.778535,-79.222234,02-27-2016,13183,190
890, FINCH AVE W ,, WILMINGTON AVE ,,05/21/1970,43.77027,-79.46071,11-29-2016,16903,698
891, KINGSTON RD ,, GLEN EVEREST RD ,,02/06/1970,43.69778,-79.25658,02-09-2010,10822,349
892, EVANS AVE ,, THE EAST MALL ,,01/01/1967,43.61192,-79.54379,07-30-2013,13636,131
893, BROWNS LINE ,, EVANS BROWNS LI RAMP ,,11/27/1969,43.60906096,-79.54830855,04-04-2017,17551,106
894, DUFFERIN ST ,, WINGOLD AVE , PRIVATE ACCESS ,01/29/1970,43.70387,-79.45246,04-11-2016,16771,763
895, BAY ST ,, YORKVILLE AVE ,,08/01/1970,43.67139,-79.39017,10-18-2016,11870,8385
896, BAY ST ,, DAVENPORT RD ,,06/30/1970,43.67309,-79.39084,03-29-2016,15657,1507
897, DON MILLS RD ,, HAVENBROOK BLVD , PARKWAY FOREST DR ,01/01/1965,43.76959,-79.3465,06-18-2013,21973,1176
898, PARKWOODS VILLAGE DR ,, GISBURN RD ,,06/29/1970,43.76016,-79.32201,04-05-2016,11826,800
899, BATHURST ST ,, CEDARCROFT BLVD , PATRICIA AVE ,08/26/1970,43.78394,-79.44553,09-04-2013,24124,1265
900, DUPONT ST ,, SHAW ST ,,10/08/1970,43.6705581,-79.4265976,04-28-2016,11994,867
901, ELLESMERE RD ,, NEILSON RD ,,06/26/1970,43.78268,-79.20497,02-27-2016,10871,1490
902, MARTIN GROVE RD ,, MERCURY RD , WESTHUMBER BLVD ,07/13/1970,43.72606,-79.58669,05-03-2016,10638,217
903, DUNDAS ST E ,, SUMACH ST ,,08/14/1970,43.6607,-79.36046,04-13-2015,8486,1513
904, THE EAST MALL ,, EAST MALL CRES ,,07/15/1970,43.63137,-79.55239,11-25-2014,13881,233
905, EGLINTON AVE W ,, JANE ST ,,11/27/1970,43.68451,-79.49881,08-18-2011,29408,1265
906, SHEPPARD AVE E ,, CONSUMERS RD , BRIAN DR ,06/22/1970,43.77516,-79.33122,10-17-2013,20361,1571
907, EGLINTON AVE W ,, THE EAST MALL , 427 C N EGLINTON RAMP ,01/01/1960,43.67188,-79.57128,12-07-2011,17176,127
908, ISLINGTON AVE ,, JUTLAND RD ,,10/21/1970,43.62899,-79.51697,09-18-2013,18102,708
909, YONGE ST ,, GOULD ST ,,08/28/1984,43.65742,-79.38134,11-05-2016,4591,11381
910, BLOOR ST W ,, SHAVER AVE N , SHAVER AVE S ,07/30/1970,43.63904,-79.54776,09-19-2012,14424,333
911, THE QUEENSWAY ,, THE EAST MALL ,,11/20/1969,43.61647,-79.54625,09-04-2013,28554,222
912, THE QUEENSWAY ,, THE WEST MALL ,,10/08/1970,43.61235,-79.56266,09-19-2017,28233,70
913, BAY ST ,, ELM ST ,,12/14/1970,43.65729,-79.38438,11-10-2016,12509,16952
914, WARDEN AVE ,, MANHATTAN DR ,,10/12/1970,43.75196,-79.29739,05-05-2015,19109,230
915, DUNDAS ST W ,, EAST MALL CRES ,,05/15/1969,43.63041,-79.54983,02-14-2013,26788,850
916, YORK MILLS RD ,, LESMILL RD , YORK MILLS ACCESS RAMP ,12/23/1970,43.75471,-79.35202,03-09-2016,20963,1872
917, THE QUEENSWAY ,, NORTH QUEEN ST , PRIVATE ACCESS ,02/17/1971,43.61425,-79.55618,01-21-2009,26239,684
918, BATHURST ST ,, VESTA DR , RIDGE HILL DR ,12/23/1970,43.7034,-79.4259,04-01-2015,15765,1016
919, KENNEDY RD ,, 401 C W KENNEDY RD RAMP ,,08/21/1970,43.77626065,-79.28537348,12-12-2017,34082,49
920, KENNEDY RD ,, 401 C E KENNEDY RD RAMP , WILLIAM KITCHEN RD ,08/21/1970,43.77313402,-79.28407076,06-23-2011,36406,137
921, YONGE ST ,, CHARLES ST E ,,06/30/1971,43.66869,-79.38609,08-11-2010,12471,12829
922, PARLIAMENT ST ,, WINCHESTER ST ,,06/05/1971,43.66588,-79.36861,02-29-2012,8778,4496
923, EVANS AVE ,, EVANS CRT , SHERWAY GT ,02/17/1971,43.60899,-79.55642,07-31-2013,13646,277
924, BLOOR ST W ,, MILL RD ,,06/24/1970,43.6320546,-79.5751457,09-18-2012,11986,826
925, RENFORTH DR ,, RENFORTH 427 S RAMP ,,09/15/1989,43.66763003,-79.5907752,07-20-2017,22639,8
926, EGLINTON AVE W ,, RENFORTH DR ,,06/26/1970,43.66613,-79.5876,01-19-2017,24741,514
927, WARDEN AVE ,, ARKONA DR , CLOVERLEAF GT ,08/12/1972,43.77312,-79.30529,11-12-2014,23944,353
928, KEELE ST ,, BROADOAKS DR ,,12/07/1971,43.75745,-79.4895,02-23-2016,15375,1532
929, THE WEST MALL ,, SHERWAY DR ,,02/17/1971,43.60943,-79.56028,03-28-2011,13642,1478
930, LAKE SHORE BLVD W ,, ONTARIO DR , REMEMBRANCE DR ,08/23/1959,43.630456,-79.419834,01-24-2018,24528,189
931, ELLESMERE RD ,, DORMINGTON DR , GANDER DR ,08/25/1971,43.77761,-79.2266,02-10-2016,13956,857
932, LAWRENCE AVE E ,, CARNFORTH RD , PRIVATE ACCESS ,08/27/1971,43.74154,-79.31421,04-09-2009,27327,1123
933, JANE ST ,, YORKWOODS GT , FIRGROVE CRES ,08/25/1971,43.75073,-79.51607,12-16-2014,14032,1355
934, STEELES AVE E ,, LESLIE ST ,,08/23/1971,43.80856,-79.37245,01-24-2018,28358,212
935, STEELES AVE E ,, LAURELEAF RD S ,,09/09/1971,43.8056,-79.38578,03-26-2014,21204,301
936, RATHBURN RD ,, THE EAST MALL ,,10/11/1970,43.65499,-79.56423,03-19-2008,11853,476
937, RATHBURN RD ,, THE WEST MALL ,,10/11/1970,43.65302,-79.57255,03-06-2017,13816,725
938, SHEPPARD AVE E ,, MCCOWAN RD ,,07/14/1971,43.78964,-79.25883,05-02-2015,34425,2423
939, MCCOWAN RD ,, 401 C W MCCOWAN RD S RAMP ,,07/21/1971,43.78272346,-79.25545156,05-02-2015,38670,206
940, MCCOWAN RD ,, CONSILIUM PL , 401 C E MCCOWAN RD RAMP ,07/21/1971,43.7796,-79.254112,05-02-2015,34231,99
941, PHARMACY AVE ,, COMSTOCK RD ,,06/10/1971,43.71932,-79.29491,02-08-2018,19646,325
942, WESTON RD ,, OAK ST , PRIVATE ACCESS ,10/14/1971,43.70777,-79.53354,01-17-2012,17286,588
943, JANE ST ,, JOHN ST , PRIVATE ACCESS ,10/29/1971,43.70665,-79.50481,09-27-2010,16819,1034
944, DANFORTH AVE ,, MONARCH PARK AVE ,,11/17/1971,43.6826,-79.32714,05-07-2015,11318,1972
945, YONGE ST ,, POYNTZ AVE , PRIVATE ACCESS ,08/26/1987,43.75998,-79.41052,12-02-2015,33436,3822
946, KIPLING AVE ,, TORLAKE CRES , PRIVATE ACCESS ,10/09/1971,43.61156,-79.52254,12-16-2014,10565,114
947, ISLINGTON AVE ,, FINCH AVE W ,,03/09/1971,43.74625,-79.5686,04-26-2014,24836,596
948, BURNHAMTHORPE RD ,, THE EAST MALL ,,11/05/1970,43.64633,-79.56004,12-03-2016,20250,515
949, BURNHAMTHORPE RD ,, 427 C N BURNHAMTHORPE RAMP ,,09/29/1971,43.64585475,-79.56186764,12-13-2016,27046,69
950, BURNHAMTHORPE RD ,, 427 C S RATHBURN E RAMP ,,09/29/1971,43.6450803,-79.56514994,05-20-2015,26578,147
951, MCCOWAN RD ,, BRIMORTON DR ,,09/15/1971,43.76544,-79.24894,04-29-2015,18068,319
952, LESLIE ST ,, CUMMER AVE , MCNICOLL AVE ,12/20/1971,43.80132,-79.37071,11-08-2016,18360,1448
953, DIXON RD ,, ATTWELL DR , SKYWAY AVE ,01/01/1971,43.68796,-79.58681,11-29-2016,23800,543
954, EGLINTON AVE W ,, 27 401 427 EGLINTON E RAMP ,,01/01/1971,43.67394403,-79.56755522,12-12-2011,30975,0
955, ISLINGTON AVE ,, ST ANDREWS BLVD , PRIVATE ACCESS ,08/29/1975,43.70134,-79.54866,04-24-2014,19941,1212
956, KEELE ST ,, CANARCTIC DR , YORK BLVD ,07/01/1972,43.77526,-79.49399,02-23-2016,16169,891
957, MARKHAM RD ,, TUXEDO CRT ,,12/21/1971,43.77956,-79.23296,03-29-2014,25842,807
958, WARDEN AVE ,, METROPOLITAN RD ,,12/17/1971,43.76723,-79.30279,11-19-2014,25357,126
959, KENNEDY RD ,, WICKWARE GT , PRIVATE ACCESS ,12/30/1971,43.75325,-79.27629,08-05-2015,19566,416
960, FINCH AVE W ,, DUNCANWOODS DR , ARDWICK BLVD ,12/20/1971,43.74882,-79.55768,07-21-2010,17376,1441
961, FINCH AVE W ,, DRIFTWOOD AVE ,,01/12/1971,43.75808,-79.51339,07-19-2010,19264,2202
962, JANE ST ,, GRANDRAVINE DR ,,07/01/1972,43.74711,-79.51511,01-13-2014,14932,797
963, LAKE SHORE BLVD E ,, COXWELL AVE , ASHBRIDGES BAY PARK RD ,06/07/1972,43.66228,-79.31484,05-09-2016,18465,293
964, ROGERS RD , 34m WEST OF , BICKNELL AVE , PRIVATE ACCESS ,10/10/1990,43.68193,-79.4742,04-13-2016,10522,516
965, LESLIE ST ,, NYMARK AVE ,,06/29/1972,43.77831,-79.3653,01-10-2011,14692,318
966, STEELES AVE E ,, MAXOME AVE , HENDERSON AVE ,06/15/1972,43.80106,-79.40624,03-26-2014,20094,203
967, JANE ST ,, SHOREHAM DR ,,02/06/1972,43.76884,-79.52039,09-20-2017,17925,2428
968, AVENUE RD ,, YORKVILLE AVE , PRIVATE ACCESS ,08/31/1972,43.67048,-79.39478,10-18-2016,12869,4860
969, DANFORTH RD ,, SEMINOLE AVE ,,08/31/1972,43.74782,-79.2445,05-26-2016,13354,258
970, MARKHAM RD ,, 401 C E MARKHAM RD N RAMP ,,05/27/1971,43.7838694,-79.23492539,06-07-2014,32856,14
971, MARKHAM RD ,, 401 C W MARKHAM RD S RAMP ,,12/22/1971,43.78702515,-79.23620293,03-29-2014,34942,19
972, JANE ST ,, STONG CRT , YORK GATE BLVD ,10/16/1972,43.76192,-79.51881,01-13-2014,13856,1516
973, JANE ST ,, HEATHROW DR , CHALKFARM DR ,10/26/1972,43.7249,-79.50958,10-20-2014,18009,842
974, EGLINTON AVE W ,, WINCOTT DR , BEMERSYDE DR ,07/20/1972,43.67856,-79.54492,12-09-2013,23515,201
975, BURNHAMTHORPE RD ,, OLD BURNHAMTHORPE RD , SATURN RD ,08/24/1972,43.6426,-79.57592,11-30-2016,18979,525
976, MARKHAM RD ,, BLAKEMANOR BLVD , PRIVATE ACCESS ,10/23/1972,43.75104,-79.22224,04-08-2014,14181,475
977, SCARBOROUGH GOLF CLUB RD ,, BRIMORTON DR ,,08/23/1972,43.76983,-79.21867,09-29-2010,9156,772
978, YORK MILLS RD ,, VALENTINE DR , SILVERDALE CRES ,10/23/1972,43.75708295,-79.34136808,03-09-2016,18501,237
979, BATHURST ST ,, CARSCADDEN DR , ELLERSLIE AVE ,06/16/1972,43.76546,-79.44087,03-23-2015,18638,275
980, BATHURST ST , 55m NORTH OF , STAFFORD RD ,,10/24/1972,43.77088,-79.44222,06-25-2014,17649,195
981, BATHURST ST ,, BAYCREST AVE ,,05/16/1973,43.72963,-79.43213,03-31-2015,18651,1584
982, VICTORIA PARK AVE ,, CRESCENT TOWN RD ,,01/22/1973,43.69656,-79.29046,08-01-2013,9902,363
983, LAWRENCE AVE E ,, MANSE RD ,,09/27/1972,43.7706276,-79.1762578,10-22-2014,11211,497
984, BAY ST ,, CHARLES ST W ,,08/31/1972,43.66822,-79.38885,11-10-2016,13272,14606
985, DIXON RD ,, CHETTA PL , WINCOTT DR ,07/07/1972,43.69585,-79.55211,11-29-2016,15838,682
986, STEELES AVE E ,, WILLOWDALE AVE ,,07/17/1972,43.79926,-79.41444,03-26-2014,20904,236
987, BIRCHMOUNT RD ,, HUNTINGWOOD DR ,,06/23/1972,43.79045,-79.30227,12-10-2016,14889,162
988, DANFORTH RD ,, WOLFE AVE , GORDONRIDGE PL ,10/11/1972,43.7274,-79.25263,05-26-2016,10665,925
989, PARK LAWN RD ,, GARDINER E PARK LAWN RD RAMP ,,12/20/1974,43.625648,-79.48615504,10-06-2016,17018,314
990, MARKHAM RD ,, LUELLA ST , COUGAR CRT ,07/25/1972,43.74507,-79.2197,04-08-2014,12478,925
991, WILSON AVE ,, YONGE BLVD ,,11/09/1972,43.74132,-79.41522,11-29-2016,16712,1166
992, FINCH AVE W ,, MARTIN GROVE RD ,,06/14/1972,43.73681,-79.5917,02-29-2016,19690,2368
993, CHURCH ST ,, GOULD ST ,,07/26/1973,43.658207,-79.3778242,11-08-2016,7288,23017
994, VICTORIA PARK AVE ,, VAN HORNE AVE , FERNCREST GT ,05/17/1973,43.78927,-79.32957,11-03-2010,16025,674
995, LAWRENCE AVE E , 55m WEST OF , MARCOS BLVD ,,04/05/1972,43.75275,-79.25919,10-26-2010,17937,869
996, MCCOWAN RD ,, ST ANDREWS RD ,,05/22/1973,43.76007,-79.246861,04-29-2015,15117,159
997, ELLESMERE RD ,, BOROUGH APPROACH E ,,04/30/1973,43.7713,-79.25566,04-05-2016,16361,147
998, FINCH AVE W ,, GOLDFINCH CRT , TORRESDALE AVE ,10/26/1973,43.77233,-79.45093,12-17-2012,18577,1154
999, FINCH AVE E ,, ALAMOSA DR , PINEWAY BLVD ,11/15/1972,43.78918,-79.37328,11-30-2016,18138,197
1000, FINCH AVE W ,, ALNESS ST , CHAMPAGNE DR ,08/28/1973,43.76786,-79.47148,11-29-2016,24099,1099
1001, ALBION RD ,, FINCH AVE W ,,11/15/1972,43.74117,-79.5892,05-24-2016,26513,2920
1002, FINCH AVE W ,, TOBERMORY DR ,,09/14/1973,43.7593,-79.50792,02-14-2013,16540,817
1003, SPADINA RD ,, BERNARD AVE ,,09/19/1973,43.67219,-79.40602,03-09-2017,9574,1020
1004, LAWRENCE AVE W ,, SHERMOUNT AVE , PRIVATE ACCESS ,09/13/1973,43.71673,-79.44134,08-03-2011,18684,624
1005, LAWRENCE AVE E ,, GREENCREST CRCT , GREENHOLM CRCT ,05/31/1973,43.76033,-79.22297,04-06-2010,19547,1352
1006, LAWRENCE AVE E , 245m EAST OF , GREENBRAE CRCT , PRIVATE ACCESS ,04/12/1973,43.75876,-79.23043,10-06-2010,17512,990
1007, JANE ST ,, YEWTREE BLVD , FIRGROVE CRES ,06/18/1973,43.75486,-79.51707,12-16-2014,16393,2131
1008, JANE ST ,, GILTSPUR DR ,,06/06/1973,43.73458,-79.5119,12-15-2011,16273,181
1009, MOUNT PLEASANT RD ,, SOUDAN AVE ,,06/20/1973,43.70611,-79.38924,01-17-2017,15587,1802
1010, SHEPPARD AVE W ,, ARLETA AVE , NORTHOVER ST ,09/20/1973,43.74157,-79.50149,03-05-2014,18208,1591
1011, EGLINTON AVE W ,, BICKNELL AVE , MUNICIPAL DR ,09/07/1973,43.68969,-79.47717,11-12-2012,16064,1035
1012, LESLIE ST ,, VAN HORNE AVE , TANGLE BRIARWAY ,08/17/1973,43.78376,-79.36654,11-30-2009,16128,289
1013, KINGSTON RD ,, FENWOOD HTS , PRIVATE ACCESS ,09/26/1973,43.72752,-79.22974,10-06-2010,22778,974
1014, SHEPPARD AVE E ,, PROVOST DR , AMBROSE RD ,07/30/1981,43.77030305,-79.37146676,03-22-2014,21304,512
1015, VICTORIA PARK AVE ,, FINCH AVE E ,,12/09/1973,43.79317,-79.33141,12-03-2016,26024,2183
1016, BLOOR ST W ,, MARKLAND DR ,,06/11/1973,43.63359229,-79.57075328,05-28-2012,11386,280
1017, BELLAMY RD N ,, BRIMORTON DR ,,09/28/1973,43.76746,-79.23914,08-10-2016,11683,159
1018, HORNER AVE ,, THIRTIETH ST ,,12/17/1973,43.60428,-79.53372,12-01-2009,8574,350
1019, GERRARD ST E ,, ONTARIO ST ,,11/17/1972,43.6618,-79.36969,07-27-2010,7438,1633
1020, MCCOWAN RD ,, PITFIELD RD , INVERGORDON AVE ,11/14/1973,43.7874,-79.25726,04-14-2014,28954,390
1021, KENNEDY RD ,, FINCH AVE E ,,09/28/1973,43.8013,-79.2966,12-03-2016,30023,1670
1022, DAVENPORT RD ,, LAUGHTON AVE ,,10/16/1973,43.67035,-79.45578,11-12-2012,8170,1293
1023, DAVENPORT RD ,, SPADINA RD ,,12/13/1973,43.67743,-79.40811,08-18-2009,9984,1409
1024, ST CLAIR AVE W ,, ARLINGTON AVE ,,09/20/1973,43.6811,-79.42885,10-21-2013,9785,2626
1025, KINGSTON RD ,, CHINE DR ,,08/22/1973,43.71414,-79.24508,09-16-2010,17421,241
1026, BIRCHMOUNT RD , 350m NORTH OF , BONIS AVE , PRIVATE ACCESS ,07/10/1998,43.78662,-79.30066,12-07-2016,15129,289
1027, KINGSTON RD ,, BELLAMY RD S , RAVINE DR ,10/15/1973,43.7321,-79.22456,05-27-2010,26019,632
1028, BRIMLEY RD ,, BRIMORTON DR , WATERFIELD DR ,02/11/1973,43.765215,-79.259562,12-15-2016,13790,170
1029, MIDLAND AVE ,, MIDWEST RD ,,08/24/1973,43.7659,-79.27054,04-05-2016,14217,152
1030, AVENUE RD ,, ROSELAWN AVE ,,05/09/1973,43.70858,-79.41043,04-06-2017,21408,940
1031, WARDEN AVE ,, BERTRAND AVE , PRIVATE ACCESS ,11/22/1973,43.7331,-79.28971,11-19-2014,19235,393
1032, MORNINGSIDE AVE ,, 401 C E MORNINGSIDE AVE S RAMP ,,01/25/1974,43.79481167,-79.19671316,03-02-2016,19394,83
1033, LAWRENCE AVE W ,, BENNETT RD ,,01/03/1974,43.77289,-79.16632,12-03-2009,7019,106
