Tcs, Main , Midblock_Route , Side_1_Route , Side_2_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
1825, EGLINTON AVE E ,, TORRANCE RD , PRIVATE ACCESS ,07/16/1999,43.7396,-79.23525,12-13-2010,20519,1102
1826, BRIMLEY RD ,, GOLDEN GATE CRT , OMNI DR ,08/09/1999,43.77197,-79.26187,03-21-2016,17012,247
1827, LAWRENCE AVE E ,, BRIDGEPORT DR , CHARLOTTETOWN BLVD ,06/18/1999,43.77865,-79.14079,01-31-2018,6264,735
1828, EASTERN AVE , 175m EAST OF , COXWELL AVE , PRIVATE ACCESS ,01/06/1999,43.66597,-79.31427,04-25-2016,7506,112
1829, STEELES AVE E , 225m WEST OF , VICTORIA PARK AVE , PRIVATE ACCESS ,02/02/2000,43.81496075,-79.34420081,03-17-2008,28023,410
1830, VICTORIA PARK AVE , 237m SOUTH OF , STEELES AVE E , PRIVATE ACCESS ,12/23/1999,43.81364,-79.34048,07-23-2012,12962,105
1831, ANNETTE ST ,, EVELYN AVE ,,03/08/2007,43.66112,-79.4752,01-09-2012,7466,1004
1832, THE QUEENSWAY , 230m EAST OF , THE WEST MALL , PRIVATE ACCESS ,08/10/1999,43.61363,-79.56037,05-27-2008,21270,101
1834, OVERLEA BLVD , 175m WEST OF , THORNCLIFFE PARK DR , PRIVATE ACCESS ,03/24/2000,43.70703,-79.34566,10-27-2011,10759,675
1835, BLOOR ST W ,, FORESTVIEW RD , MAPLEDAWN RD ,07/29/1999,43.6328,-79.5734,06-14-2011,10736,249
1836, O CONNOR DR ,, GLENWOOD CRES ,,01/23/2001,43.70273,-79.31568,05-28-2012,19267,384
1837, LAWRENCE AVE W ,, GLEN RUSH BLVD ,,08/19/1999,43.71999,-79.42664,05-03-2012,14129,527
1838, LAWRENCE AVE E ,, EAST AVE , PRIVATE ACCESS ,08/16/1999,43.78072,-79.13159,01-25-2018,3522,1394
1839, WARDEN AVE , 75m NORTH OF , MACK AVE ,,03/09/1999,43.70027,-79.27608,01-27-2011,6587,291
1840, THE EAST MALL , 70m NORTH OF , CANTLE PATH , PRIVATE ACCESS ,09/15/1999,43.64465472,-79.55887646,03-26-2008,7316,183
1841, COMMISSIONERS ST ,, DON ROADWAY , PRIVATE ACCESS ,04/27/2000,43.64855,-79.34502,05-16-2012,4750,21
1843, COMMISSIONERS ST ,, CARLAW AVE , PRIVATE ACCESS ,04/27/2000,43.65265,-79.33556,04-22-2013,5309,28
1844, LESLIE ST ,, COMMISSIONERS ST , NORTH SERVICE RD ,04/27/2000,43.65655,-79.32635,04-22-2013,6556,67
1845, FRONT ST E ,, GEORGE ST , GEORGE ST S ,11/02/2000,43.649842,-79.37032,07-30-2013,7485,6045
1846, VICTORIA PARK AVE ,, MUSGRAVE ST , PRIVATE ACCESS ,04/25/2000,43.68795,-79.28697,08-07-2013,12033,1076
1847, DUNDAS ST W ,, MABELLE AVE ,,10/28/1999,43.64678,-79.53052,05-12-2016,11830,819
1848, FINCH AVE W ,, WOODBINE DOWNS BLVD , HALESIA DR ,10/22/2003,43.73376,-79.60673,07-31-2013,10162,624
1849, BRENTCLIFFE RD ,, VANDERHOOF AVE ,,11/07/2000,43.7129,-79.35908,09-08-2010,10837,714
1850, DANFORTH AVE ,, THYRA AVE , PRIVATE ACCESS ,06/14/2000,43.69081,-79.29025,05-07-2015,12898,3440
1851, KING ST W ,, SUDBURY ST , PRIVATE ACCESS ,07/02/2000,43.64101,-79.41727,08-24-2015,10301,1835
1852, DUNDAS ST W , 275m EAST OF , ROYAL YORK RD , PRIVATE ACCESS ,01/20/2000,43.65946035,-79.5135782,05-12-2016,18788,456
1855, KIPLING AVE ,, LONGFIELD RD , THE KINGSWAY ,06/07/2000,43.6736,-79.5493,09-15-2015,11307,313
1856, FINCH AVE W , 400m WEST OF , KIPLING AVE , PRIVATE ACCESS ,09/27/2000,43.74326,-79.58676,12-10-2009,13132,552
1857, EASTERN AVE ,, LARCHMOUNT AVE ,,09/07/2000,43.659659,-79.333166,04-26-2016,11098,141
1858, PRINCES BLVD ,, NUNAVUT RD , PRIVATE ACCESS ,12/09/2000,43.63327,-79.41528,10-14-2008,1485,33
1859, STEELES AVE E , 95m WEST OF , TARBERT RD , OLD ENGLISH LANE ,05/07/2000,43.80405,-79.39278,01-30-2018,20322,126
1861, FINCH AVE E ,, LISZT GT , TRUDY RD ,03/08/2000,43.79084,-79.36306,12-05-2016,16239,502
1863, THE QUEENSWAY , 150m WEST OF , ISLINGTON AVE , PRIVATE ACCESS ,05/12/2000,43.62319,-79.51677,07-30-2012,17766,274
1864, DUNDAS ST W , 50m NORTH OF , CHELSEA AVE , PRIVATE ACCESS ,02/20/2001,43.658612,-79.453102,04-27-2011,9752,1091
1865, QUEEN ST E ,, SUMACH ST ,,11/10/2000,43.65683,-79.35889,05-09-2011,6877,2578
1866, YORK MILLS RD ,, SCARSDALE RD , PRIVATE ACCESS ,09/06/2000,43.75354,-79.3575,03-09-2016,19385,675
1867, KIPLING AVE ,, MATTICE AVE , MATTICE RD ,10/19/2000,43.64696,-79.53755,12-16-2014,13922,146
1868, CALEDONIA RD ,, RAITHERM RD , PRIVATE ACCESS ,06/09/2000,43.70193,-79.46434,02-16-2011,17328,580
1869, KEELE ST ,, DOVEHOUSE AVE ,,12/23/2003,43.74961,-79.48758,02-23-2016,14554,264
1870, PHARMACY AVE ,, DOLPHIN DR , PRIVATE ACCESS ,07/11/2000,43.70009,-79.28671,02-08-2018,7836,846
1871, SHERWAY GARDENS RD ,, GARDINER X W SHERWAY GARDENS RAMP ,,01/12/2000,43.61309,-79.55228,12-06-2011,9713,0
1872, EGLINTON AVE E ,, PRUDHAM GT , PRIVATE ACCESS ,11/24/2000,43.72848,-79.28481,03-11-2013,19273,462
1873, MARTIN GROVE RD ,, RICHGROVE DR ,,03/05/2001,43.67684,-79.56419,05-10-2016,12097,687
1874, WILSON AVE , 300m EAST OF , DUFFERIN ST , PRIVATE ACCESS ,08/03/2001,43.73284,-79.45532,03-08-2016,17180,368
1875, DUFFERIN ST ,, BILLY BISHOP WAY ,,07/03/2001,43.73004,-79.45837,04-04-2016,17472,93
1876, ALNESS ST ,, FLINT RD ,,11/21/2000,43.7819227,-79.478151,02-05-2013,9916,36
1877, DON MILLS RD , 160m NORTH OF , SHEPPARD AVE E , PRIVATE ACCESS ,10/30/2002,43.77649,-79.34756,12-02-2009,19187,656
1878, DUNDAS ST W ,, MANNING AVE ,,11/14/2000,43.65135,-79.41091,04-08-2015,8875,2028
1879, THE QUEENSWAY ,, GLENDALE AVE ,,08/31/2001,43.63932,-79.45129,03-04-2015,13888,555
1880, ANNETTE ST ,, PACIFIC AVE ,,08/06/2001,43.663242,-79.467636,01-26-2010,7493,780
1881, SPADINA RD ,, BURTON RD , KILBARRY RD ,02/28/2006,43.69285,-79.41441,02-24-2009,7370,282
1882, PHARMACY AVE ,, DEWEY DR ,,08/12/2000,43.755022,-79.309359,09-20-2010,13103,732
1883, BATHURST ST ,, ADELAIDE ST W ,,11/09/2001,43.64521,-79.40321,09-17-2016,11906,2667
1884, KIPLING AVE , 30m NORTH OF , STEVENSON RD ,,08/12/2000,43.74495,-79.58288,04-19-2010,19194,1700
1885, ISLINGTON AVE ,, TITAN RD ,,07/12/2000,43.63088,-79.51774,05-03-2014,16364,302
1886, MARTIN GROVE RD ,, PORTERFIELD RD ,,01/25/2001,43.72218,-79.58498,05-03-2016,9656,185
1887, BURNHAMTHORPE RD ,, OLD BURNHAMTHORPE RD ,,08/29/2001,43.64067,-79.58202,11-30-2016,16330,216
1888, MOUNT PLEASANT RD ,, GLENGOWAN RD ,,03/27/2001,43.720386,-79.394925,01-21-2013,9463,165
1889, DANFORTH AVE , 200m EAST OF , MAIN ST , PRIVATE ACCESS ,06/02/2001,43.68867846,-79.2995283,05-07-2015,12920,3473
1890, KIPLING AVE ,, GARDINER WB OFF RAMP ,,07/12/2000,43.61923,-79.52604,08-14-2012,24251,35
1891, SCARLETT RD ,, LA ROSE AVE ,,02/13/2001,43.68687,-79.51312,12-13-2016,10826,175
1892, THE QUEENSWAY , 60m EAST OF , ALGIE AVE , PRIVATE ACCESS ,09/28/2001,43.61885,-79.53625,08-08-2012,20221,114
1894, PARLIAMENT ST ,, MILL ST ,,05/23/2001,43.650192,-79.362162,08-13-2013,8833,3658
1895, LAWRENCE AVE W ,, BLOSSOMFIELD DR ,,06/11/2001,43.71524,-79.4484,06-17-2013,15437,568
1896, MIDLAND AVE ,, BAYLAWN DR , BOARHILL DR ,07/25/2001,43.80005,-79.28468,12-14-2016,11044,273
1897, OAKDALE RD , 376m SOUTH OF , FINCH AVE W , PRIVATE ACCESS ,12/15/2011,43.75325,-79.52601,02-07-2012,7394,393
1899, MILNER AVE ,, GRAND MARSHALL DR , PRIVATE ACCESS ,09/18/2001,43.79979,-79.19677,03-02-2011,7500,69
1900, DIXON RD , 65m WEST OF , MCARTHUR ST , PRIVATE ACCESS ,11/20/2002,43.69751,-79.54492,11-29-2016,15775,710
1901, PORT UNION RD ,, CONFERENCE BLVD ,,08/21/2001,43.786142,-79.139429,08-08-2016,7603,211
1902, TAPSCOTT RD ,, CROW TRL ,,05/07/2001,43.80767,-79.23262,04-16-2012,6725,102
1903, HIGHWAY 27 ,, ROYALCREST RD ,,12/09/2001,43.74972,-79.61046,08-08-2013,16730,5
1905, DUNDAS ST E ,, VICTORIA ST ,,09/19/2002,43.6563,-79.37955,04-13-2015,8889,10912
1906, KEELE ST ,, THE POND RD ,,12/20/2001,43.77203,-79.49319,02-27-2016,10081,203
1907, WICKSTEED AVE ,, BRENTCLIFFE RD , PRIVATE ACCESS ,09/13/2001,43.71149,-79.3585,09-07-2010,8998,277
1911, MARTIN GROVE RD ,, JEFFCOAT DR ,,11/28/2001,43.71882,-79.58341,05-03-2016,10232,137
1912, KING ST W ,, ATLANTIC AVE ,,07/31/2003,43.64019,-79.42127,01-24-2018,9466,2769
1913, SHEPPARD AVE E ,, BARBERRY PL , PRIVATE ACCESS ,12/19/2002,43.76747,-79.385,06-18-2013,22825,1418
1914, VICTORIA PARK AVE ,, FARM GREENWAY , TERRAVIEW BLVD ,06/16/2015,43.76446071,-79.31836947,09-20-2017,30965,487
1915, STEELES AVE W , 185m WEST OF , HIDDEN TRL , PRIVATE ACCESS ,06/17/2003,43.78824,-79.46537,05-13-2015,24345,392
1916, QUEEN ST E ,, BELLEFAIR AVE ,,08/15/2002,43.67012,-79.29981,08-23-2017,10038,3826
1917, LAKE SHORE BLVD W ,, FORT YORK BLVD ,,08/13/2002,43.63551,-79.4067,11-03-2011,25651,56
1918, FORT YORK BLVD ,, FLEET ST ,,08/13/2002,43.6364,-79.40682,09-28-2011,7407,517
1919, BATHURST ST ,, FORT YORK BLVD ,,08/13/2002,43.63887,-79.40062,04-12-2015,11653,5808
1920, DUNDAS ST W ,, CLENDENAN AVE ,,12/09/2002,43.66554,-79.47346,05-04-2016,11186,1933
1921, ALBION RD ,, CALSTOCK DR ,,01/22/2002,43.73409,-79.55824,05-25-2016,12540,123
1923, O CONNOR DR ,, FOUR OAKS GT ,,06/12/2001,43.69676,-79.33421,01-08-2013,17289,104
1924, O CONNOR DR ,, TAYLOR DR ,,04/12/2001,43.69897458,-79.32383071,08-17-2010,16176,213
1926, MARKHAM RD , 250m SOUTH OF , FINCH AVE E , PRIVATE ACCESS ,11/01/2002,43.81078,-79.24293,07-31-2012,21432,84
1927, NORTH QUEEN ST ,, NOVA RD , PRIVATE ACCESS ,08/14/2002,43.61605149,-79.55715562,10-03-2011,11001,348
1928, BLOOR ST W ,, MONTROSE AVE ,,01/08/2002,43.663018,-79.420904,01-10-2018,7837,1342
1929, DOVERCOURT RD ,, HEPBOURNE ST ,,08/29/2002,43.65898,-79.42853,05-20-2010,6818,1574
1930, ST CLAIR AVE E ,, FERNDALE AVE , PRIVATE ACCESS ,08/14/2003,43.68864,-79.39149,11-20-2008,15672,1551
1931, LESLIE ST , 50m SOUTH OF , MOSLEY ST , PRIVATE ACCESS ,06/27/2003,43.66014,-79.32885,05-27-2013,10614,836
1932, THE QUEENSWAY ,, SOUTH KINGSWAY LINK RD ,,11/10/2009,43.63588325,-79.47317952,10-05-2016,2452,0
1933, KINGSTON RD , 25m EAST OF , GLEN MANOR DR ,,06/09/2002,43.67975,-79.29451,11-11-2015,10763,994
1934, BLOOR ST W ,, BROCK AVE ,,03/07/2002,43.6591,-79.43918,07-11-2017,12219,2082
1935, DUNDAS ST W ,, HOWARD PARK AVE , LYND AVE ,12/04/2003,43.65213,-79.44801,06-03-2013,11264,926
1936, OSSINGTON AVE , 54m NORTH OF , ACORES AVE ,,12/01/2005,43.67206,-79.42982,04-12-2011,5284,162
1937, OSSINGTON AVE ,, CHURCHILL AVE ,,08/27/2002,43.65199,-79.42173,01-12-2010,6627,830
1938, EGLINTON AVE W ,, SATELLITE DR , PRIVATE ACCESS ,12/01/2004,43.65159,-79.60313,03-22-2012,16600,145
1939, THE QUEENSWAY , 240m EAST OF , THE EAST MALL , PRIVATE ACCESS ,02/10/2002,43.61714,-79.54347,06-09-2010,24831,57
1941, COMSTOCK RD ,, LEBOVIC AVE ,,10/19/2005,43.72071,-79.28872,06-15-2015,6961,101
1942, MILNER AVE ,, MURISON BLVD , PRIVATE ACCESS ,04/16/2003,43.79902,-79.20229,07-11-2017,9855,842
1943, SCARLETT RD ,, EDINBOROUGH CRT ,,12/17/2002,43.67235,-79.50399,11-29-2016,10831,136
1944, LAKE SHORE BLVD W ,, GARDINER/LAKE SHORE RAMP , BROOKERS LANE ,02/10/2006,43.62727,-79.47906,10-06-2016,13928,306
1945, YONGE ST ,, SCRIVENER SQ ,,06/18/2003,43.68051,-79.39092,04-14-2014,15189,1027
1946, DIXON RD , 260m WEST OF , CHETTA PL ,,12/11/2002,43.69506203,-79.55531582,11-29-2016,14480,568
1947, HUMBER COLLEGE BLVD ,, WINDWOOD DR , SILVER BELL LANE ,08/27/2003,43.73006,-79.60493,12-10-2014,8980,1157
1948, LAWRENCE AVE E , 135m WEST OF , BAYVIEW AVE , PRIVATE ACCESS ,11/05/2002,43.72786,-79.38356,03-18-2013,12944,416
1949, LAWRENCE AVE E ,, MILDENHALL RD ,,07/12/1974,43.72845,-79.38654,06-10-2013,13912,243
1950, KIPLING AVE , 150m NORTH OF , MOUNT OLIVE DR ,,10/17/2002,43.7481,-79.58438,04-19-2010,9297,584
1951, LAKE SHORE BLVD E , 224m WEST OF , WOODBINE AVE ,,12/23/2002,43.66439,-79.30624,05-20-2015,11567,270
1952, BROADVIEW AVE ,, PRETORIA AVE ,,05/12/2002,43.67845,-79.35843,10-18-2016,8937,3215
1953, ALBION RD ,, BENSTROW AVE , SANAGAN RD ,05/28/2003,43.73908,-79.57618,05-25-2016,14762,427
1954, STEELES AVE E ,, STAINES RD ,,11/13/2003,43.84104,-79.23224,11-29-2010,11447,6
1955, BLOOR ST W , 78m WEST OF , ST THOMAS ST ,,12/12/2002,43.6692,-79.39189,01-16-2017,10428,2023
1956, SHEPPARD AVE E ,, BLUE RIDGE RD ,,12/19/2002,43.76978,-79.37418,03-22-2014,17247,395
1957, HORNER AVE ,, BETA ST ,,08/12/2003,43.6032338,-79.5385002,05-15-2013,6526,350
1958, MCNICOLL AVE ,, SILVER STAR BLVD ,,09/10/2009,43.81388,-79.295,06-08-2017,12440,251
1959, MARTIN GROVE RD ,, MILKWOOD AVE ,,10/07/2003,43.73013,-79.58855,05-03-2016,9988,190
1960, ALBION RD , 230m WEST OF , KIPLING AVE ,,10/05/2004,43.74019505,-79.58327249,05-25-2016,12281,898
1961, RICHMOND ST E ,, GEORGE ST ,,12/09/2003,43.6528157,-79.37157,08-13-2013,8880,2605
1962, RICHMOND ST E ,, BERKELEY ST ,,08/11/2005,43.65428,-79.36529,08-10-2010,13355,705
1963, ADELAIDE ST E ,, GEORGE ST ,,05/18/2004,43.6516,-79.37108,08-19-2009,9398,2697
1964, ADELAIDE ST E ,, BERKELEY ST ,,08/11/2005,43.65299,-79.36475,08-18-2009,8428,560
1965, KING ST E ,, GEORGE ST ,,05/19/2004,43.65073,-79.3707,05-17-2017,6632,11774
1966, KING ST E ,, BERKELEY ST ,,02/11/2004,43.65214,-79.3644,05-17-2017,5522,3714
1967, FRONT ST E ,, PRINCESS ST ,,09/22/2004,43.6506527,-79.366682,08-19-2009,10245,2092
1968, FRONT ST E ,, BERKELEY ST ,,02/11/2004,43.65129,-79.36401,08-20-2009,10718,1526
1969, QUEEN ST W ,, PALMERSTON AVE , TECUMSETH ST ,10/30/2003,43.64672,-79.40654,09-02-2015,10538,6170
1970, SHAW ST ,, LOBB AVE ,,08/18/2004,43.64698,-79.41715,01-14-2010,3069,486
1971, KINGSTON RD ,, ELMER AVE ,,04/27/2004,43.675709,-79.305939,11-11-2015,11640,579
1972, MOUNT PLEASANT RD ,, ROEHAMPTON AVE ,,07/29/2004,43.70963,-79.39059,01-17-2017,13719,3233
1974, GATEWAY BLVD ,, GRENOBLE DR , PRIVATE ACCESS ,10/01/2003,43.71496,-79.3342,11-23-2009,5012,2105
1975, AVENUE RD ,, 401 C E AVENUE RD RAMP ,,10/06/2006,43.74117109,-79.42241776,10-17-2011,22435,88
1977, DORIS AVE ,, CHURCH AVE ,,10/17/2003,43.77411,-79.41252,05-18-2016,10252,3067
1979, STEELES AVE E ,, 9TH LINE ,,09/13/2011,43.84259,-79.22581,01-24-2012,11534,4
1980, STEELES AVE W ,, SIGNAL HILL AVE , PRIVATE ACCESS ,10/08/2003,43.75306,-79.62511,05-15-2015,16258,305
1981, QUEEN ST W ,, LANSDOWNE AVE , JAMESON AVE ,09/28/2006,43.64056,-79.43699,05-15-2013,12715,5387
1982, FINCH AVE W ,, BEECROFT RD , GREENVIEW AVE ,02/21/2007,43.77917,-79.41849,05-15-2013,15640,1391
1983, PROGRESS AVE ,, SCHICK CRT ,,01/10/2008,43.77473,-79.26583,03-08-2016,9468,53
1984, KING ST W ,, SPENCER AVE ,,06/06/2003,43.63823,-79.4309,10-07-2015,9259,2198
1985, WILLIAM R ALLEN RD , 510m SOUTH OF , SHEPPARD AVE W , PRIVATE ACCESS ,10/23/2004,43.74659,-79.46018,04-25-2012,29471,14
1987, DUNDAS ST E ,, ONTARIO ST ,,11/09/2004,43.65889,-79.36857,04-13-2015,6416,2459
1989, SHEPPARD AVE E ,, DEAN PARK RD , ROUGE RIVER DR ,01/06/2004,43.80629,-79.180398,04-03-2014,8809,386
1990, BREMNER BLVD ,, VAN DE WATER CRES ,,11/14/2003,43.640358,-79.388837,05-02-2011,6011,1034
1991, ST CLAIR AVE W , 48m WEST OF , DUNVEGAN RD ,,02/16/2007,43.6859,-79.40535,12-03-2009,8398,1071
1992, CARLTON ST ,, ONTARIO ST ,,04/04/2005,43.66375,-79.3705,01-17-2017,5057,2058
1993, BRITISH COLUMBIA RD ,, YUKON PL , PRIVATE ACCESS ,11/29/2004,43.63164,-79.42724,05-03-2011,5836,25
1994, LAKE SHORE BLVD W ,, LEGION RD , PRIVATE ACCESS ,06/24/2008,43.62053,-79.48326,12-18-2014,9027,457
1995, BAYVIEW AVE ,, KILGOUR RD ,,12/02/2003,43.71676,-79.37811,04-11-2011,22384,768
1996, BIRCHMOUNT RD ,, ASHTONBEE RD ,,10/19/2005,43.7328644,-79.2788977,01-31-2013,13113,86
1997, WILLIAM R ALLEN RD ,, RIMROCK RD ,,04/06/2004,43.75773,-79.46497,11-30-2016,23942,326
1999, ST GEORGE ST , 112m NORTH OF , COLLEGE ST ,,12/19/2003,43.6597,-79.39661,01-17-2017,4436,7353
2000, LAWRENCE AVE W ,, DUCKWORTH ST , BLACKSTONE ST ,07/02/2004,43.70364,-79.50002,06-14-2013,9487,401
2001, PAPE AVE ,, FLOYD AVE ,,03/09/2006,43.68755,-79.34809,01-12-2017,8566,2081
2002, ST CLAIR AVE W ,, TWEEDSMUIR AVE ,,02/15/2007,43.68424,-79.41346,10-08-2009,11903,1240
2003, MILITARY TRL , 335m EAST OF , MORNINGSIDE AVE , PRIVATE ACCESS ,09/28/2004,43.787814,-79.19062,02-10-2016,7669,1696
2004, LAKE SHORE BLVD W ,, FIRST ST ,,06/18/2004,43.60227,-79.49849,11-12-2015,7412,642
2005, THE QUEENSWAY , 80m EAST OF , HIGH ST , PRIVATE ACCESS ,02/25/2004,43.63087,-79.48207,10-05-2016,20017,776
2006, MCCOWAN RD , 180m NORTH OF , LAWRENCE AVE E , PRIVATE ACCESS ,07/19/2005,43.75697,-79.24562,05-04-2015,15900,156
2007, THE WESTWAY ,, WINCOTT DR ,,12/14/2004,43.68739,-79.54975,12-09-2015,8082,132
2008, SCARLETT RD ,, ALMA DR , SCARLETTWOOD CRT ,06/29/2005,43.69264,-79.51745,11-29-2016,8318,223
2009, HUMBER COLLEGE BLVD ,, HUMBERLINE DR ,,01/23/2006,43.73216,-79.60922,12-13-2011,9641,1295
2010, ST CLAIR AVE W ,, SCARLETT RD ,,01/31/1958,43.66609,-79.49925,01-25-2018,14087,274
2012, BIRCHMOUNT RD ,, NEWLANDS AVE ,,09/22/2004,43.70994,-79.26931,06-06-2016,7566,896
2014, CHURCH ST ,, THE ESPLANADE ,,05/27/2004,43.6473,-79.37329,08-13-2013,4006,5271
2016, CHURCH ST ,, MAITLAND ST ,,08/04/2004,43.66466,-79.38047,01-18-2017,8481,8016
2017, DUNDAS ST W ,, HUMBER HILL AVE ,,06/16/2004,43.66493,-79.50147,05-10-2016,19085,372
2018, ISLINGTON AVE , 172m SOUTH OF , BERGAMOT AVE , PRIVATE ACCESS ,10/01/2004,43.7155,-79.55528,04-23-2014,13323,1185
2021, MCCOWAN RD , 120m NORTH OF , ELLESMERE RD , PRIVATE ACCESS ,12/10/2004,43.77327757,-79.25175145,04-29-2015,20670,712
2023, RICHMOND ST W ,, BRANT ST ,,12/03/2004,43.64749,-79.39865,01-11-2010,5219,773
2024, ST CLAIR AVE W ,, MOULD AVE , PRIVATE ACCESS ,12/15/2004,43.66824,-79.48704,01-25-2018,13096,834
2025, QUEEN ST E ,, GLEN MANOR DR ,,10/08/2004,43.67164,-79.29263,01-12-2010,8708,1261
2026, BLOOR ST E ,, HUNTLEY ST , MOUNT PLEASANT RD NB ON-RAMP ,01/13/2006,43.67192,-79.37907,04-22-2017,13424,2824
2027, O CONNOR DR ,, RIVERCOURT BLVD ,,08/04/2005,43.693609,-79.34824,06-01-2010,7141,212
2028, ST CLAIR AVE W ,, MONDOVI GT , PRIVATE ACCESS ,11/08/2004,43.6709,-79.47522,06-20-2013,11724,439
2029, PROGRESS AVE , 290m EAST OF , BRIMLEY RD , PRIVATE ACCESS ,10/31/2005,43.77733,-79.26128,03-08-2016,21537,775
2030, SHEPPARD AVE E , 115m WEST OF , AMETHYST RD ,,05/11/2005,43.78018,-79.30185,06-14-2012,13166,67
2031, THE WESTWAY ,, TREHORNE DR ,,08/09/2005,43.69117,-79.536208,04-21-2011,7883,86
2032, MIDLAND AVE ,, HAVENDALE RD ,,11/29/2005,43.79331,-79.28186,12-14-2016,12449,155
2033, STEELES AVE E ,, REDLEA AVE , PRIVATE ACCESS ,08/25/2005,43.82412927,-79.30504024,05-30-2015,18557,1232
2034, LAKE SHORE BLVD W ,, PALACE PIER CRT ,,08/22/1995,43.63131,-79.47555,10-06-2016,6266,100
2035, CARLTON ST , 108m WEST OF , CHURCH ST , PRIVATE ACCESS ,07/06/2005,43.6616,-79.3807,03-14-2016,8517,5760
2036, CHURCH ST ,, WOOD ST ,,08/10/2005,43.66282,-79.37973,04-20-2016,9467,5292
2037, ALBION RD ,, STEINWAY BLVD , PRIVATE ACCESS ,01/10/2006,43.74805,-79.62876,05-24-2016,13276,102
2038, STEELES AVE W , 200m EAST OF , ALNESS ST , PRIVATE ACCESS ,03/16/2005,43.78535,-79.47835,05-13-2015,22949,278
2039, ESTHER SHINER BLVD ,, PROVOST DR , PRIVATE ACCESS ,12/02/2008,43.76836,-79.37052,01-19-2009,3003,80
2040, GARDINER E PARK LAWN RD RAMP ,, LEGION RD N ,,12/22/2006,43.62518,-79.48925,01-20-2015,7957,0
2041, ESTHER SHINER BLVD ,, OLD LESLIE ST , PRIVATE ACCESS ,03/31/2009,43.76936,-79.36616,02-08-2010,4825,151
2042, THE POND RD ,, IAN MACDONALD BLVD , PRIVATE ACCESS ,02/03/2005,43.77093,-79.49832,02-26-2009,5073,2414
2043, MCNICOLL AVE ,, TAPSCOTT RD ,,01/21/2011,43.82589,-79.24308,04-12-2011,10607,22
2044, MCNICOLL AVE ,, MORNINGSIDE AVE , OASIS BLVD ,01/21/2011,43.82729,-79.23467,02-23-2016,8986,9
2045, MORNINGSIDE AVE ,, NEILSON DR , NIGHTSTAR RD ,06/22/2006,43.82305,-79.23009,02-23-2016,8262,51
2046, MORNINGSIDE AVE ,, FINCH AVE E , STAINES RD ,06/22/2006,43.81977,-79.22108,02-27-2016,10521,275
2047, WARDEN AVE , 273m NORTH OF , FINCH AVE E ,,01/18/2006,43.79918,-79.31694,08-13-2012,10528,438
2049, PASSMORE AVE ,, SILVER STAR BLVD ,,04/25/2006,43.81999,-79.2981,05-23-2015,8111,91
2051, KENNEDY RD ,, HAVENDALE RD ,,11/29/2005,43.7911,-79.29172,07-07-2010,18702,419
2052, BELLAMY RD N ,, NELSON ST ,,11/17/2005,43.74654,-79.23107,05-31-2010,6586,667
2053, WILLIAM KITCHEN RD , 200m EAST OF , KENNEDY RD , PRIVATE ACCESS ,12/07/2005,43.77302,-79.28152,05-03-2010,7184,133
2054, QUEENS PLATE DR ,, JANDA CRT , PRIVATE ACCESS ,04/25/2006,43.72301,-79.60102,02-16-2012,5874,533
2055, MARTIN GROVE RD ,, LONGBOURNE DR ,,04/26/2006,43.68084,-79.56606,05-10-2016,10896,323
2056, QUEEN ST E ,, ELMER AVE ,,08/18/2005,43.6693,-79.3035,06-08-2015,9545,1951
2057, KIPLING AVE ,, HAYHURST RD , NORTHCREST RD ,11/07/2006,43.69209,-79.55759,12-11-2014,8395,231
2058, BELLAMY RD N ,, BENLEIGH DR ,,08/01/2006,43.76347,-79.2375,02-08-2011,11700,578
2059, VICTORIA PARK AVE ,, ROWENA DR ,,12/21/2005,43.75152,-79.313,11-01-2011,18080,945
2060, YONGE ST , 100m NORTH OF , BISHOP AVE , PRIVATE ACCESS ,05/10/2006,43.78265956,-79.41624731,05-07-2014,24650,4286
2063, CALEDONIA RD ,, BENTWORTH AVE ,,09/07/2006,43.71956,-79.46861,03-01-2011,12328,240
2064, ALBION RD ,, SHENDALE DR ,,08/29/2006,43.72259,-79.54744,05-25-2016,17521,249
2065, BRIMLEY RD ,, SHEDIAC RD , FRASERTON CRES ,10/25/2007,43.74886,-79.25341,05-09-2013,12346,574
2066, ELLESMERE RD ,, DUNDALK DR , WYE VALLEY RD ,12/19/2006,43.76518,-79.28401,04-05-2016,22482,604
2067, WESTON RD ,, CARDELL AVE , PRIVATE ACCESS ,08/03/2006,43.70972,-79.53446,04-17-2012,13478,614
2068, MIDLAND AVE ,, GILDER DR , LORD ROBERTS DR ,08/09/2006,43.73606,-79.25876,12-14-2016,10493,1664
2069, ASHTONBEE RD ,, HAKIMI AVE , PRIVATE ACCESS ,10/26/2010,43.73,-79.29195,06-15-2015,7898,472
2070, LEBOVIC AVE , 300m SOUTH OF , EGLINTON AVE E , PRIVATE ACCESS ,10/20/2009,43.72429,-79.29027,01-14-2010,5127,149
2071, MARTIN GROVE RD ,, VULCAN ST , PRIVATE ACCESS ,09/22/2009,43.70526,-79.57714,05-03-2016,11687,85
